s1,s2,s3,s4,s5
94,94,92,94,82
88,87,86,88,87
83,83,81,95,97
87,89,88,82,86
88,98,81,81,90
99,80,85,81,99
97,81,87,83,93
84,95,85,86,89
87,92,87,86,83
80,94,83,82,96
80,87,93,93,81
97,97,90,93,95
99,97,95,83,93
89,83,98,88,93
89,82,88,87,88
86,81,90,98,89
97,99,97,90,80
96,92,81,99,96
95,84,80,89,96
95,80,91,82,88
88,80,99,95,83
81,86,96,92,95
97,80,90,81,98
97,85,82,84,96
88,93,82,93,87
89,91,81,84,99
82,95,99,82,89
96,84,94,80,87
83,86,81,92,88
88,83,98,83,94
89,83,82,95,81
99,94,87,85,96
85,84,96,86,87
88,82,83,84,84
94,97,94,84,84
88,84,94,87,98
89,80,84,92,86
89,86,83,82,83
80,98,90,93,84
88,83,81,81,91
94,96,93,90,90
96,93,94,81,91
98,87,86,82,95
80,81,97,94,90
95,98,96,86,99
95,95,86,82,88
91,87,82,97,83
85,84,95,89,98
88,89,92,86,99
96,96,82,92,90
89,83,86,93,99
85,86,81,82,80
92,90,89,99,84
91,99,86,90,96
82,89,90,83,97
86,96,85,98,92
86,88,87,86,87
94,93,87,87,84
93,83,86,95,90
84,92,80,91,98
95,82,88,81,80
97,87,97,93,82
83,91,94,87,92
94,93,92,94,96
80,84,94,91,83
84,86,94,84,98
98,91,92,83,86
96,85,84,99,91
96,80,83,92,85
80,85,86,85,97
95,95,86,91,89
94,92,81,94,82
99,89,96,82,96
98,92,91,88,95
80,86,87,88,90
95,92,84,90,99
94,94,81,95,80
81,83,82,93,84
80,82,96,92,98
87,94,89,88,99
83,80,86,82,90
95,95,81,80,94
83,93,87,87,97
87,92,89,83,87
87,99,92,81,80
87,95,96,94,91
94,81,86,83,83
91,96,99,83,81
95,83,81,97,85
96,94,99,97,94
88,82,89,85,83
99,89,97,95,90
94,91,85,94,89
96,95,98,88,99
98,85,87,86,86
86,97,80,99,80
84,87,91,81,87
92,86,90,85,87
88,89,82,81,80
82,87,83,88,92
81,96,97,83,83
93,90,87,80,80
86,97,85,94,83
84,87,98,87,81
80,97,85,84,86
81,95,94,98,90
83,92,91,95,96
90,93,95,92,92
84,88,96,80,90
96,81,92,98,83
83,99,88,96,83
90,81,93,91,87
93,80,83,98,88
87,98,88,83,94
81,83,92,99,88
80,81,81,90,86
95,86,89,86,89
94,97,82,82,85
96,81,85,80,94
89,92,86,90,85
80,89,83,89,86
82,88,96,91,95
92,95,83,85,98
81,83,90,89,85
81,81,88,89,92
83,91,93,96,87
96,99,99,85,81
83,84,92,92,97
92,94,95,92,97
83,88,82,92,99
84,90,80,84,94
97,81,89,95,81
87,94,87,96,90
87,98,84,86,93
88,97,96,95,98
98,90,80,87,85
97,82,89,91,97
97,95,82,99,85
85,82,85,81,91
95,93,85,91,96
91,89,95,81,82
93,83,96,89,92
90,99,99,93,82
89,89,80,96,85
81,87,92,91,88
99,93,94,95,94
92,84,83,84,87
85,82,80,90,94
81,90,82,88,92
89,80,89,99,95
88,97,89,91,90
99,97,88,91,92
94,85,88,98,90
87,90,99,87,90
84,84,98,87,93
82,82,99,85,83
85,94,94,90,91
87,95,88,94,84
94,80,99,97,84
80,88,92,84,98
81,86,93,81,98
91,93,80,82,86
99,90,99,87,96
84,86,98,84,85
83,95,83,89,94
90,87,81,83,97
99,82,96,84,96
87,89,84,88,90
92,89,91,93,85
95,82,98,80,87
91,91,87,97,82
96,83,95,95,89
90,97,92,85,87
91,83,82,80,94
89,87,97,90,85
85,98,95,86,85
80,86,90,99,95
95,86,95,80,88
88,84,98,83,88
91,95,81,80,98
89,86,87,83,87
83,88,95,88,95
81,84,80,81,94
83,97,80,83,82
86,83,90,97,81
91,98,82,82,84
99,96,92,95,87
91,81,88,93,84
92,81,92,82,96
96,83,96,99,89
87,97,80,86,98
91,94,85,97,81
98,83,82,86,80
93,98,86,85,89
83,94,86,95,88
90,84,85,96,83
90,91,88,86,97
92,88,80,87,98
95,88,97,80,87
90,99,85,83,86
95,99,85,87,97
94,82,92,97,89
91,83,82,98,99
91,82,82,83,99
80,86,93,89,84
93,85,95,95,94
93,83,81,82,92
90,96,88,81,90
94,96,83,95,98
82,99,81,80,82
86,93,92,97,89
90,91,80,97,89
84,81,81,86,87
92,81,92,95,98
99,93,83,84,89
87,99,91,96,82
91,97,98,83,94
93,83,85,88,86
89,91,97,81,86
87,94,91,81,86
94,83,96,83,94
80,96,96,84,97
87,80,86,98,82
95,81,84,81,88
92,82,81,82,82
81,87,81,90,82
91,94,98,84,97
82,82,95,91,88
86,84,80,85,83
84,81,91,98,97
82,92,97,88,97
94,85,88,91,82
89,99,90,82,99
84,88,89,80,95
82,93,94,97,94
80,80,85,93,86
89,98,87,84,99
91,82,99,90,85
93,80,88,87,96
99,80,91,94,84
95,90,89,85,97
86,80,96,80,87
82,93,81,81,93
88,98,85,90,97
83,82,86,99,97
87,85,98,83,97
89,87,81,92,94
90,84,96,90,93
96,96,93,88,88
88,96,86,89,83
98,93,96,96,88
86,96,87,96,90
96,84,96,91,99
83,83,96,92,96
82,84,89,94,92
84,94,89,80,90
90,88,98,81,80
85,83,97,84,99
98,80,93,85,98
93,87,89,82,82
90,82,88,99,95
80,86,99,97,91
96,97,82,82,92
99,98,81,90,96
80,99,87,97,89
85,90,97,89,86
81,84,91,96,98
99,96,88,82,89
93,92,88,91,82
88,86,87,80,97
80,94,81,93,98
82,97,94,82,91
87,89,83,84,89
85,97,95,99,94
94,99,88,82,87
96,88,83,97,82
95,96,90,89,82
87,88,93,95,92
84,99,95,95,84
97,92,84,91,95
97,87,91,86,82
87,93,83,94,86
81,99,88,94,93
87,80,82,90,83
89,85,95,92,94
93,96,89,80,87
91,82,85,94,97
82,91,93,90,99
81,89,97,95,97
96,96,97,84,94
90,94,93,95,84
93,90,85,92,82
99,83,82,83,94
96,92,86,86,88
86,96,99,92,99
83,85,93,86,94
83,93,94,92,83
94,87,89,97,92
90,81,84,97,95
87,88,96,81,86
85,81,94,99,96
88,80,91,97,81
89,94,85,83,83
92,80,98,81,90
82,84,91,90,88
97,85,88,94,97
91,85,84,94,80
83,81,91,94,96
89,98,94,88,91
85,80,82,96,99
83,82,86,82,85
81,88,84,92,97
81,86,85,81,84
82,84,86,85,89
94,82,98,91,89
83,99,89,84,93
81,81,94,81,92
86,92,84,84,82
81,81,99,92,83
85,86,95,87,95
94,94,80,87,83
93,93,84,88,87
94,88,90,84,94
86,96,81,95,81
95,84,95,86,96
95,80,94,99,84
84,90,90,81,99
97,89,98,87,80
87,87,98,86,95
91,80,95,81,97
87,96,94,84,82
90,98,97,96,99
93,88,87,82,95
81,82,93,87,81
96,87,94,86,96
81,89,94,91,89
96,97,96,93,80
90,99,81,93,93
97,97,98,87,81
96,84,95,92,86
96,92,84,85,94
94,86,94,91,93
85,93,89,80,94
98,90,81,85,81
99,84,93,90,81
94,90,98,83,94
93,82,89,98,99
86,96,87,90,82
97,84,88,86,83
91,94,84,83,90
84,89,90,81,81
81,99,96,95,90
91,99,99,83,92
99,86,96,98,87
93,97,97,82,88
95,93,85,97,93
81,85,96,81,91
80,93,98,84,90
99,89,93,83,81
93,99,83,84,88
94,91,80,94,95
94,86,89,99,90
82,80,99,84,80
94,99,83,97,84
88,80,97,88,94
97,93,94,91,89
98,92,81,88,86
96,91,82,94,85
89,85,92,85,94
92,85,94,87,84
82,94,90,87,90
92,95,80,99,90
93,95,90,87,95
80,85,89,87,91
80,96,96,95,87
99,84,86,82,98
94,93,93,89,86
85,80,81,97,82
80,85,91,98,93
93,94,97,89,85
81,89,85,91,85
85,91,82,94,97
99,83,93,94,85
90,93,80,81,98
81,89,97,80,96
97,95,84,84,86
91,86,91,81,86
86,96,85,86,88
81,85,82,83,98
86,92,83,83,97
95,84,94,81,94
98,99,87,87,99
97,93,91,99,85
90,83,86,80,87
84,84,83,94,90
88,85,89,80,85
98,97,88,99,97
86,88,98,94,89
90,99,80,81,82
99,85,83,90,91
97,92,85,90,95
86,88,97,87,90
93,90,86,86,95
97,82,87,83,86
99,99,87,94,82
86,95,90,87,95
95,87,85,95,91
95,88,84,86,85
84,98,97,93,91
93,80,89,98,96
95,92,99,81,81
91,83,94,91,95
93,94,99,86,97
85,92,94,86,89
84,84,93,85,98
87,99,97,80,88
98,92,95,85,98
85,81,90,93,83
85,88,84,89,96
88,85,97,86,84
89,99,89,98,90
94,86,86,95,87
81,95,84,93,93
82,98,93,87,80
83,91,98,97,91
87,90,89,82,97
97,96,83,84,86
83,99,91,92,92
98,88,86,83,87
91,93,80,99,95
93,97,96,90,94
93,87,88,90,87
91,86,97,99,88
95,96,85,99,92
98,88,90,99,90
97,90,87,80,89
93,96,91,84,83
86,99,97,97,95
90,97,80,85,91
85,84,95,93,92
97,83,98,81,98
80,82,93,94,94
99,86,83,91,93
89,83,98,80,92
89,94,88,99,92
80,97,87,82,93
84,87,95,87,88
96,90,97,93,90
80,95,94,96,88
87,95,96,88,91
89,92,84,83,90
90,90,90,88,92
95,98,97,90,96
87,94,95,82,81
90,92,99,87,93
86,86,84,96,93
91,95,93,96,97
91,96,88,86,83
84,89,87,83,85
82,96,83,87,93
83,81,90,89,86
82,86,91,88,87
89,89,90,81,94
92,88,82,90,82
89,81,93,83,96
83,92,96,97,91
84,85,90,89,87
84,92,84,96,84
97,99,94,88,81
99,85,91,81,94
84,91,96,99,89
81,99,94,90,87
90,80,84,91,95
83,98,81,81,92
85,82,92,86,98
90,97,80,91,94
95,84,97,93,85
98,83,87,85,90
83,80,95,93,91
89,89,82,95,84
86,90,80,97,97
81,87,92,87,95
98,86,96,92,80
84,83,82,90,93
82,95,93,96,91
87,93,98,97,93
90,99,88,90,87
96,97,89,86,94
92,96,99,96,98
84,99,94,89,81
90,80,89,84,88
83,96,98,89,81
99,80,95,89,91
80,82,91,84,87
87,94,96,90,95
93,84,96,91,95
90,90,91,90,82
87,96,93,81,97
88,81,88,87,88
82,82,98,96,96
98,88,83,89,86
98,99,96,98,94
92,80,99,84,96
80,83,89,84,96
91,80,93,81,85
86,91,93,83,99
98,85,98,86,86
97,90,97,87,93
87,90,93,84,93
90,82,90,96,92
86,86,81,94,80
91,80,96,81,90
98,95,94,83,93
87,97,86,81,91
85,91,94,95,89
91,96,98,92,83
81,99,89,99,80
98,84,81,97,94
89,93,98,94,92
95,86,86,80,94
97,88,91,84,95
80,93,85,87,91
87,97,88,85,82
92,96,89,86,83
93,96,93,84,92
81,82,95,87,90
98,93,97,99,83
99,99,90,87,87
82,94,80,95,87
93,88,85,91,81
94,82,81,90,88
96,97,91,92,80
85,97,96,95,83
91,96,88,89,98
88,96,84,84,93
98,81,84,93,95
88,83,99,92,86
91,84,94,90,82
95,85,80,99,88
80,88,93,90,88
92,88,81,86,91
89,93,87,83,97
91,91,85,98,98
99,81,99,87,80
90,81,82,85,91
86,98,96,89,97
81,93,89,88,82
96,84,94,86,99
85,95,83,89,80
94,97,93,80,92
92,82,80,94,87
87,99,85,80,99
90,97,88,94,88
86,96,82,82,85
85,89,92,90,98
99,89,84,97,95
96,88,89,95,86
86,92,81,84,82
98,89,90,95,97
92,84,86,99,94
84,83,96,94,93
90,87,95,94,90
99,83,88,94,92
99,85,92,95,82
94,85,97,88,95
92,89,94,82,96
97,87,93,85,94
92,91,98,95,82
93,99,82,89,85
94,86,81,94,89
85,88,94,91,94
98,83,83,87,91
85,97,89,95,83
92,88,97,96,89
99,85,96,91,86
99,89,98,92,99
82,89,98,99,87
95,96,88,96,95
86,93,98,98,96
91,85,94,89,96
85,96,81,81,83
85,88,90,90,99
92,92,82,92,83
83,86,81,82,90
86,83,99,91,91
91,98,97,82,90
86,83,98,97,83
93,82,84,97,85
85,94,94,80,81
99,95,80,89,98
91,91,80,85,85
82,86,98,84,84
81,99,97,91,99
83,81,94,98,99
97,81,90,89,89
90,88,84,92,92
81,88,85,97,93
91,84,81,93,93
80,86,95,87,95
93,87,95,85,93
97,90,95,83,90
99,94,88,83,97
99,98,85,80,94
92,90,94,80,93
87,93,84,89,85
97,88,91,84,85
96,92,84,86,96
83,85,86,81,84
89,89,99,86,88
86,95,91,95,82
81,93,98,96,82
80,98,95,99,81
96,95,90,81,98
99,82,82,82,95
98,92,86,95,84
81,97,87,91,87
84,99,84,99,85
82,81,87,80,90
99,90,93,95,86
89,92,97,88,85
84,99,98,98,93
97,95,92,95,84
89,82,93,87,81
89,87,98,88,81
83,96,86,98,95
97,88,94,99,86
93,89,83,82,86
97,93,80,93,95
82,83,92,90,87
91,81,99,87,83
81,99,90,86,91
93,89,87,97,86
88,83,91,86,87
91,85,82,87,84
93,81,81,89,83
98,80,89,86,85
82,80,98,97,83
96,93,86,89,82
95,88,89,95,80
86,87,97,92,91
95,97,85,87,88
95,88,84,81,86
89,81,94,89,80
80,80,83,96,86
95,94,84,97,88
93,90,95,85,99
96,95,98,85,99
80,99,93,89,88
88,97,87,96,90
86,84,91,84,80
85,89,94,86,96
81,99,83,94,89
97,83,84,86,85
96,83,92,88,90
84,89,99,91,95
91,98,89,94,97
85,80,90,86,96
93,95,80,89,94
81,90,88,85,83
82,93,87,92,82
81,87,85,96,89
95,92,86,88,98
92,88,87,87,91
82,85,88,80,92
84,81,99,91,80
88,96,91,85,98
90,85,87,89,97
87,84,88,91,99
93,80,81,92,90
96,98,82,95,99
98,91,82,98,98
80,89,81,89,80
81,81,99,99,97
83,83,80,83,92
88,91,90,81,95
80,86,94,90,86
95,81,99,82,99
85,94,80,88,83
98,88,97,80,97
95,97,82,91,89
99,82,86,93,83
86,99,98,86,94
81,83,93,96,95
93,81,84,87,98
92,80,80,93,85
97,94,97,88,92
98,92,85,88,88
89,85,98,98,95
95,91,80,84,87
81,95,92,80,82
89,95,98,85,89
93,82,82,90,96
92,91,81,84,95
87,86,96,92,85
99,95,84,85,85
96,93,82,92,93
95,89,96,82,90
88,99,91,89,92
91,98,88,91,87
92,86,99,94,80
90,89,99,85,93
94,96,96,86,94
81,83,91,85,93
91,97,91,80,99
81,87,91,91,95
92,86,86,98,97
81,97,94,94,80
97,84,82,87,99
89,82,93,80,83
85,80,92,94,93
88,95,93,82,95
86,82,96,93,87
83,91,85,84,91
84,82,80,98,94
99,87,93,98,90
95,96,97,88,95
85,86,88,96,80
92,96,81,81,82
88,93,80,84,84
89,82,91,93,83
90,83,96,80,99
91,85,85,85,83
95,98,93,99,93
99,85,84,98,88
84,90,83,97,94
96,88,88,81,88
81,80,95,83,92
83,99,92,80,83
97,85,91,81,97
91,80,87,87,93
82,96,81,98,94
88,84,89,81,81
80,82,93,98,95
95,98,89,96,99
89,90,94,86,88
86,99,89,82,95
93,85,83,99,90
93,99,87,84,83
95,95,91,82,88
85,93,85,80,89
96,97,97,98,85
91,89,88,86,98
99,90,92,81,83
91,98,98,90,94
96,91,96,98,93
90,87,84,98,96
97,92,87,86,81
86,88,84,97,94
87,83,81,88,96
87,94,92,93,88
82,82,90,81,83
94,88,87,87,81
84,95,86,94,89
90,94,84,97,89
98,96,99,96,89
97,92,88,80,83
86,97,80,99,83
94,91,88,81,84
88,92,96,91,95
87,82,92,87,97
81,83,91,98,87
96,88,88,84,99
94,95,80,92,92
95,85,94,81,87
82,95,87,93,85
81,94,85,90,87
97,88,87,90,97
96,94,80,97,96
83,87,88,93,86
99,88,98,83,99
95,99,93,85,89
89,94,92,81,87
83,90,81,90,96
92,90,87,93,90
98,94,82,84,82
95,91,80,84,98
82,97,97,80,90
90,94,95,90,84
87,99,98,97,92
88,86,84,83,87
94,83,93,86,98
95,96,84,87,85
92,88,97,84,83
91,84,94,82,92
86,85,96,98,80
89,88,89,81,81
83,86,89,92,86
99,94,89,99,93
85,82,88,86,92
80,87,88,97,97
86,91,83,84,92
88,80,87,92,83
95,92,91,89,82
90,98,90,94,99
99,99,90,92,89
90,83,83,85,92
92,99,92,97,97
98,93,88,85,96
97,94,94,90,89
93,90,98,96,81
88,84,92,88,93
89,81,87,91,97
99,98,88,85,85
86,85,85,89,88
90,80,94,82,84
99,81,80,81,89
91,98,96,80,88
86,95,89,98,92
85,81,97,90,80
97,97,81,86,83
99,88,96,83,83
90,83,95,93,97
86,80,85,91,83
85,80,81,80,93
95,95,99,87,80
83,83,94,83,84
99,88,91,91,97
85,84,87,83,94
90,80,91,94,87
82,96,83,90,81
94,90,87,97,98
90,84,86,95,82
84,83,95,85,81
80,84,82,86,82
90,87,97,84,86
85,92,87,97,81
92,84,88,96,98
99,98,86,82,83
85,90,97,81,87
80,82,86,82,80
86,88,91,89,99
83,99,92,88,81
97,97,85,99,94
85,95,96,95,94
87,90,80,99,82
92,91,83,85,98
94,83,94,97,82
88,81,88,99,86
80,91,91,96,99
80,83,94,89,97
90,83,99,81,88
80,98,94,94,87
83,98,84,81,85
80,96,96,80,95
89,98,95,97,88
85,98,84,96,89
88,80,83,87,92
83,95,99,90,93
80,83,97,86,97
88,86,94,98,87
99,86,84,95,90
84,82,91,94,94
86,80,91,84,97
93,82,83,89,82
99,88,93,93,86
91,98,86,92,87
88,91,99,92,81
82,95,93,90,84
97,95,96,86,90
91,80,91,81,84
86,84,83,94,81
82,88,93,80,99
82,96,93,88,80
82,99,92,94,82
91,88,81,90,81
87,90,82,91,97
94,86,92,96,88
84,91,88,82,96
83,99,86,81,91
80,84,96,96,84
89,84,88,91,94
90,97,92,91,90
98,99,89,82,96
88,94,85,80,99
94,86,96,81,98
94,99,96,91,88
89,98,87,91,84
99,85,95,98,88
86,85,90,84,90
90,96,98,86,93
90,92,96,99,82
92,86,88,83,95
97,81,88,88,97
81,83,83,94,98
86,91,87,97,97
83,96,91,81,85
93,83,89,80,88
94,88,92,91,83
80,97,85,93,94
90,97,89,97,82
96,98,94,80,97
99,97,85,96,90
81,84,89,80,87
86,98,88,81,94
84,87,96,90,81
83,96,89,91,95
99,87,87,87,82
97,84,84,92,92
88,92,81,93,81
97,86,99,82,80
91,80,90,84,98
96,84,86,83,83
85,93,95,87,95
89,98,90,86,81
89,99,96,94,93
86,84,82,92,82
91,98,93,85,88
95,89,81,80,83
84,92,86,88,85
96,93,89,96,93
99,96,80,86,82
86,81,89,93,90
90,81,85,99,98
96,98,90,96,85
95,86,88,95,83
88,84,89,85,99
81,86,93,98,97
82,92,87,90,86
99,83,88,94,94
95,84,89,98,90
81,98,96,95,94
90,80,82,96,97
95,81,86,96,90
80,97,88,82,98
88,87,92,80,92
87,94,95,92,81
89,91,86,83,92
84,88,88,82,91
91,95,95,85,91
93,94,88,87,94
95,95,81,82,85
99,98,88,87,85
91,97,80,96,82
86,80,85,85,86
80,80,82,85,83
97,87,87,90,93
84,82,82,98,97
90,98,89,82,86
82,95,88,84,83
97,93,85,82,87
83,97,94,91,88
80,86,95,98,85
98,97,88,87,97
80,93,87,94,84
84,98,85,81,94
92,85,98,80,80
99,93,87,90,84
89,94,92,94,94
95,98,87,86,81
94,95,82,86,95
91,80,93,93,85
92,80,87,88,82
81,90,86,92,85
91,94,97,93,96
80,91,83,91,84
89,91,90,87,95
84,87,88,92,83
89,89,86,86,92
93,96,98,97,85
94,97,93,81,91
86,91,95,92,86
82,88,95,85,90
91,89,80,98,85
93,94,82,89,92
86,81,97,93,92
91,81,94,96,96
98,94,95,92,82
96,95,91,98,94
86,81,97,95,87
94,89,84,88,87
91,86,85,96,92
92,85,85,84,93
91,96,81,91,99
99,87,80,87,85
83,93,86,86,85
80,94,83,90,83
93,97,96,81,96
90,85,81,81,90
83,94,81,85,90
97,89,90,92,91
88,92,81,80,90
81,96,87,87,82
81,88,98,89,82
81,89,84,88,92
99,94,89,90,87
98,95,88,85,89
91,91,91,81,86
90,94,80,80,82
85,90,99,98,89
94,87,91,81,87
94,90,96,97,85
83,92,93,91,92
88,83,99,98,86
96,91,80,94,96
93,80,86,83,88
95,88,81,99,85
95,88,88,84,94
87,87,88,86,90
83,92,82,88,96
95,92,99,96,81
97,91,83,89,91
81,98,85,80,99
92,95,99,94,95
96,81,98,94,92
89,96,82,86,93
82,88,84,93,89
81,91,88,88,90
93,81,98,90,93
89,87,88,95,91
81,85,98,80,97
81,93,80,83,96
99,88,92,89,95
85,84,89,90,82
92,84,96,96,83
96,96,95,87,89
98,95,95,88,93
80,97,98,93,97
92,80,82,81,81
94,90,92,91,93
96,97,91,86,82
84,95,99,89,91
91,98,95,92,87
85,87,94,93,89
89,99,94,86,82
92,88,97,85,91
86,89,95,81,93
89,85,89,83,84
92,96,86,86,91
91,95,99,85,89
80,82,89,87,93
97,99,90,83,85
84,90,93,98,84
80,93,83,87,81
89,94,88,93,85
84,86,81,88,86
84,88,99,90,84
89,95,96,83,88
86,87,94,82,94
82,88,87,85,99
90,82,95,89,91
85,80,84,91,95
94,92,97,83,93
89,86,95,94,95
90,85,98,83,93
83,83,81,94,84
80,87,87,80,81
93,83,92,92,94
99,84,95,82,98
82,89,96,86,87
94,91,82,97,85
84,84,96,96,91
99,85,96,96,84
92,92,90,83,92
91,99,94,92,82
82,84,89,90,85
99,97,87,83,83
85,88,91,95,88
98,80,98,81,87
93,81,89,92,95
88,91,83,91,82
94,88,81,95,88
90,99,94,95,91
82,92,81,86,95
92,98,84,97,85
93,97,91,83,88
87,91,87,95,98
93,83,98,92,89
91,97,89,98,95
88,98,81,85,89
91,84,88,90,97
97,82,81,91,83
94,94,93,84,93
86,96,83,81,85
91,92,97,83,80
93,95,99,99,96
84,96,94,97,80
86,87,90,94,96
90,91,88,95,94
90,94,95,82,84
87,85,81,85,88
99,86,98,81,87
85,88,86,98,97
80,87,91,93,82
99,92,97,87,87
97,83,81,99,99
91,95,85,94,86
84,94,86,97,80
99,82,87,84,81
89,96,90,80,93
85,92,85,83,89
97,90,84,86,91
88,92,99,81,88
88,94,85,99,88
83,97,92,84,90
92,93,82,99,83
92,91,97,81,94
96,84,90,81,84
91,96,94,98,91
92,83,89,93,92
92,96,84,82,94
83,87,98,87,98
81,97,82,86,86
87,83,94,81,88
99,86,89,83,94
92,81,97,88,80
89,81,93,81,85
95,93,98,98,87
95,82,90,82,93
95,80,82,83,98
81,98,97,90,95
93,90,81,89,82
84,89,97,90,89
91,80,95,90,97
82,99,92,91,97
89,89,83,81,91
80,82,89,91,99
86,80,94,85,89
83,80,94,96,84
94,91,97,97,89
91,91,86,94,89
93,87,84,81,80
93,92,80,96,90
95,82,89,80,91
82,98,85,85,81
87,83,91,97,89
91,95,85,82,91
95,94,84,97,83
80,81,95,89,87
85,96,86,88,90
99,81,89,81,99
92,90,81,83,83
99,96,98,99,94
91,81,81,84,87
82,87,91,80,87
87,92,86,85,88
91,95,96,85,83
82,81,99,95,95
84,96,99,90,98
87,84,99,92,98
84,89,83,97,87
84,88,82,81,97
96,94,97,90,96
93,83,92,98,87
89,87,87,85,87
84,95,99,91,93
99,82,81,96,80
97,90,81,99,93
92,81,99,96,96
81,90,87,81,80
92,80,96,99,91
95,84,83,90,84
82,96,98,92,95
82,85,87,83,96
98,88,91,86,97
90,95,98,81,89
87,98,99,87,95
94,91,98,88,87
82,81,80,91,96
99,90,95,92,89
84,94,86,97,82
86,86,90,98,82
94,94,95,82,87
89,94,88,89,98
96,95,95,84,83
96,88,93,92,90
91,88,98,95,99
88,80,95,91,80
85,84,87,86,92
85,85,85,81,94
92,85,93,82,92
97,93,96,87,92
91,91,80,80,81
80,84,86,84,81
85,92,91,96,83
90,90,95,83,99
94,81,80,97,81
93,89,97,96,92
85,87,81,84,82
87,81,93,84,84
88,98,83,87,86
93,80,92,95,85
87,98,90,93,93
84,80,90,92,87
80,92,97,86,89
83,84,91,86,83
87,82,84,83,88
88,80,98,98,82
86,81,91,86,87
87,84,89,84,96
86,92,96,80,97
96,95,89,86,83
85,83,80,89,88
93,86,86,99,81
81,85,93,90,92
96,93,99,97,95
91,92,92,95,81
86,84,88,90,82
92,96,85,93,97
81,85,92,88,90
83,84,87,83,84
98,98,93,90,95
80,83,92,95,92
96,93,88,80,82
87,82,97,84,87
91,87,82,96,85
91,83,85,83,80
81,93,90,86,96
95,97,87,82,85
90,80,90,86,80
98,98,80,96,97
86,86,94,89,82
91,93,88,85,82
87,85,96,86,96
85,88,83,94,92
82,96,98,99,97
81,82,95,91,91
93,85,94,95,93
93,87,88,96,84
83,87,90,93,94
90,98,94,95,93
86,80,83,82,97
80,87,82,96,99
82,94,99,89,87
89,88,84,95,93
84,80,85,91,91
99,87,82,99,85
84,98,88,88,97
84,89,81,80,99
95,95,93,86,82
80,90,88,91,83
81,85,87,93,81
85,81,89,88,93
90,94,93,86,81
97,82,84,89,96
89,88,89,91,99
80,81,86,83,86
91,80,87,97,95
82,83,83,94,89
96,84,90,84,86
99,92,86,90,96
86,85,81,83,89
88,86,81,82,88
82,80,90,90,88
94,88,99,83,87
97,93,87,91,86
99,87,84,98,93
87,92,93,87,93
87,92,80,81,81
81,80,80,93,93
96,89,94,88,93
94,93,85,94,94
92,85,81,95,90
83,81,98,92,81
90,98,81,91,98
97,83,81,85,91
94,80,92,84,89
80,86,81,90,80
90,94,85,97,83
94,96,89,87,91
94,88,89,93,95
87,85,98,89,92
94,93,83,82,94
95,85,90,83,88
87,83,80,84,87
90,96,91,80,97
92,91,95,81,86
84,98,88,89,95
82,83,91,98,93
84,97,83,82,88
86,94,87,92,91
94,87,92,88,92
80,80,96,90,87
96,88,86,90,85
95,82,91,98,94
94,81,93,99,98
83,82,86,88,93
86,89,95,82,94
85,94,87,96,84
80,80,91,85,91
95,88,97,81,93
89,94,84,88,96
93,94,87,81,97
83,93,85,92,85
82,84,90,86,85
95,94,82,88,88
96,82,85,92,80
82,87,89,97,96
94,85,80,90,84
96,82,90,84,87
89,95,88,97,98
85,96,85,85,84
96,80,83,98,91
99,90,99,99,80
94,85,99,95,97
87,96,93,86,80
93,95,91,89,98
90,89,88,90,92
99,97,87,85,94
82,99,84,93,89
95,80,86,82,84
89,88,94,95,85
93,99,88,99,86
97,82,87,83,80
95,80,85,81,98
96,92,88,98,87
93,98,82,89,85
94,97,83,85,88
86,89,86,89,93
87,82,80,88,93
93,85,87,92,86
90,96,83,80,96
88,84,95,89,84
97,92,82,87,84
97,90,92,98,95
82,84,88,98,96
94,85,92,81,99
94,90,94,84,84
99,88,83,90,90
85,80,88,90,93
90,90,82,88,92
84,94,81,93,99
83,83,80,85,83
83,93,94,93,82
92,92,90,88,81
81,91,92,81,84
94,91,91,98,84
83,83,85,80,99
82,94,80,97,90
97,94,89,87,95
80,86,92,93,82
81,93,90,84,94
83,94,94,93,87
84,81,91,84,85
93,83,97,97,86
90,95,83,85,98
90,91,83,95,90
80,89,96,94,80
89,93,81,89,80
83,95,86,91,84
90,96,89,89,89
83,94,96,82,92
92,85,85,95,99
86,97,82,85,94
85,85,92,94,87
82,84,82,87,92
84,90,98,83,86
92,90,89,86,81
96,90,97,83,84
84,81,89,81,82
96,90,89,89,86
89,87,91,99,86
89,92,84,88,84
82,89,90,86,81
83,87,82,91,95
99,84,95,93,87
81,92,99,88,92
85,97,98,90,88
85,80,92,80,88
97,97,96,90,82
99,97,95,88,83
91,96,92,99,81
95,83,87,95,95
84,95,85,95,92
83,96,85,88,94
81,90,92,83,96
87,88,85,94,83
90,88,88,95,89
87,93,89,84,98
92,94,83,81,80
88,88,83,83,93
98,90,91,93,93
99,84,92,84,83
82,89,84,82,90
87,97,83,98,86
87,82,88,84,86
97,90,95,89,86
96,97,94,96,81
89,83,88,82,81
87,98,93,98,94
95,97,85,81,81
98,88,94,97,80
94,99,89,96,99
81,84,84,93,97
89,95,84,97,90
92,97,84,98,98
82,95,81,95,94
84,98,90,94,99
90,89,97,82,91
87,80,88,80,99
96,89,81,98,99
98,89,84,90,91
83,90,90,99,81
96,89,86,89,81
90,96,82,92,97
92,87,95,90,82
95,83,87,93,95
81,82,81,94,87
80,85,86,94,92
